,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
6,E7250,대구,367,373,"53,142",2018년
7,E7250,광주,166,168,"23,957",2018년
8,E7250,대전,44,44,"6,021",2018년
9,E7250,울산,3,3,413,2018년
10,E7250,경기,545,551,"76,879",2018년
11,E7250,강원,40,40,"5,718",2018년
12,E7250,충북,46,46,"6,567",2018년
13,E7250,충남,8,8,"1,144",2018년
14,E7250,전북,73,74,"10,558",2018년
15,E7250,전남,1,1,140,2018년
16,E7250,경북,36,37,"5,066",2018년
17,E7250,경남,46,49,"6,740",2018년
18,E7250,제주,-,-,-,2018년
2,E7250,계,"3,159","3,218","460,374",2019년
3,E7250,서울,"1,578","1,603","231,509",2019년
4,E7250,부산,73,74,"10,683",2019년
5,E7250,인천,64,64,"9,179",2019년
6,E7250,대구,371,385,"55,109",2019년
7,E7250,광주,108,109,"15,774",2019년
8,E7250,대전,33,33,"4,582",2019년
9,E7250,울산,12,12,"1,668",2019년
10,E7250,경기,728,743,"104,140",2019년
11,E7250,강원,41,41,"5,831",2019년
12,E7250,충북,23,23,"3,322",2019년
13,E7250,충남,7,7,"1,014",2019년
14,E7250,전북,63,63,"9,114",2019년
15,E7250,전남,6,6,802,2019년
16,E7250,경북,31,31,"4,312",2019년
17,E7250,경남,23,24,"3,334",2019년
18,E7250,제주,-,-,-,2019년
2,E7250,계,"3,228","3,301","474,076",2020년
3,E7250,서울,"1,579","1,604","232,781",2020년
4,E7250,부산,52,54,"7,854",2020년
5,E7250,인천,105,108,"15,523",2020년
6,E7250,대구,221,224,"32,526",2020년
7,E7250,광주,61,61,"8,892",2020년
8,E7250,대전,109,112,"15,703",2020년
9,E7250,울산,17,19,"2,651",2020년
10,E7250,경기,789,816,"115,573",2020년
11,E7250,강원,40,43,"5,762",2020년
12,E7250,충북,4,4,581,2020년
13,E7250,충남,2,2,292,2020년
14,E7250,전북,90,90,"13,121",2020년
15,E7250,전남,12,12,"1,635",2020년
16,E7250,경북,137,137,"19,080",2020년
17,E7250,경남,15,15,"2,102",2020년
18,E7250,제주,-,-,-,2020년
2,E7250,계,"3,976","4,054","605,398",2021년
3,E7250,서울,"2,038","2,071","311,225",2021년
4,E7250,부산,126,126,"19,212",2021년
5,E7250,인천,67,68,"10,157",2021년
6,E7250,대구,262,265,"39,775",2021년
7,E7250,광주,116,117,"17,609",2021년
8,E7250,대전,185,191,"27,937",2021년
9,E7250,울산,9,9,"1,344",2021년
10,E7250,경기,930,957,"141,081",2021년
11,E7250,강원,32,32,"4,681",2021년
12,E7250,충북,-,-,-,2021년
13,E7250,충남,9,9,"1,329",2021년
14,E7250,전북,88,88,"13,207",2021년
15,E7250,전남,11,11,"1,578",2021년
16,E7250,경북,70,70,"10,199",2021년
17,E7250,경남,38,38,"5,778",2021년
18,E7250,제주,2,2,284,2021년
2,E7250,계,"2,037","2,049","286,590",2017년
3,E7250,서울,"1,103","1,110","156,174",2017년
4,E7250,부산,79,79,"11,121",2017년
5,E7250,인천,52,52,"7,190",2017년
6,E7250,대구,125,125,"17,616",2017년
7,E7250,광주,160,161,"22,696",2017년
8,E7250,대전,68,68,"9,217",2017년
9,E7250,울산,20,20,"2,819",2017년
10,E7250,경기,320,322,"44,238",2017년
11,E7250,강원,-,-,-,2017년
12,E7250,충북,11,11,"1,551",2017년
13,E7250,충남,20,20,"2,819",2017년
14,E7250,전북,35,35,"4,912",2017년
15,E7250,전남,-,-,-,2017년
16,E7250,경북,19,19,"2,575",2017년
17,E7250,경남,27,27,"3,660",2017년
18,E7250,제주,-,-,-,2017년
2,E7250,계,"2,912","2,949","417,783",2018년
3,E7250,서울,"1,353","1,370","195,127",2018년
4,E7250,부산,121,121,"17,253",2018년
5,E7250,인천,64,64,"9,057",2018년
6,E7250,대구,367,373,"53,142",2018년
7,E7250,광주,166,168,"23,957",2018년
8,E7250,대전,44,44,"6,021",2018년
9,E7250,울산,3,3,413,2018년
10,E7250,경기,545,551,"76,879",2018년
11,E7250,강원,40,40,"5,718",2018년
12,E7250,충북,46,46,"6,567",2018년
13,E7250,충남,8,8,"1,144",2018년
14,E7250,전북,73,74,"10,558",2018년
15,E7250,전남,1,1,140,2018년
16,E7250,경북,36,37,"5,066",2018년
17,E7250,경남,46,49,"6,740",2018년
18,E7250,제주,-,-,-,2018년
2,E7250,계,"3,159","3,218","460,374",2019년
3,E7250,서울,"1,578","1,603","231,509",2019년
4,E7250,부산,73,74,"10,683",2019년
5,E7250,인천,64,64,"9,179",2019년
6,E7250,대구,371,385,"55,109",2019년
7,E7250,광주,108,109,"15,774",2019년
8,E7250,대전,33,33,"4,582",2019년
9,E7250,울산,12,12,"1,668",2019년
10,E7250,경기,728,743,"104,140",2019년
11,E7250,강원,41,41,"5,831",2019년
12,E7250,충북,23,23,"3,322",2019년
13,E7250,충남,7,7,"1,014",2019년
14,E7250,전북,63,63,"9,114",2019년
15,E7250,전남,6,6,802,2019년
16,E7250,경북,31,31,"4,312",2019년
17,E7250,경남,23,24,"3,334",2019년
18,E7250,제주,-,-,-,2019년
2,E7250,계,"3,228","3,301","474,076",2020년
3,E7250,서울,"1,579","1,604","232,781",2020년
4,E7250,부산,52,54,"7,854",2020년
5,E7250,인천,105,108,"15,523",2020년
6,E7250,대구,221,224,"32,526",2020년
7,E7250,광주,61,61,"8,892",2020년
8,E7250,대전,109,112,"15,703",2020년
9,E7250,울산,17,19,"2,651",2020년
10,E7250,경기,789,816,"115,573",2020년
11,E7250,강원,40,43,"5,762",2020년
12,E7250,충북,4,4,581,2020년
13,E7250,충남,2,2,292,2020년
14,E7250,전북,90,90,"13,121",2020년
15,E7250,전남,12,12,"1,635",2020년
16,E7250,경북,137,137,"19,080",2020년
17,E7250,경남,15,15,"2,102",2020년
18,E7250,제주,-,-,-,2020년
2,E7250,계,"3,976","4,054","605,398",2021년
3,E7250,서울,"2,038","2,071","311,225",2021년
4,E7250,부산,126,126,"19,212",2021년
5,E7250,인천,67,68,"10,157",2021년
6,E7250,대구,262,265,"39,775",2021년
7,E7250,광주,116,117,"17,609",2021년
8,E7250,대전,185,191,"27,937",2021년
9,E7250,울산,9,9,"1,344",2021년
10,E7250,경기,930,957,"141,081",2021년
11,E7250,강원,32,32,"4,681",2021년
12,E7250,충북,-,-,-,2021년
13,E7250,충남,9,9,"1,329",2021년
14,E7250,전북,88,88,"13,207",2021년
15,E7250,전남,11,11,"1,578",2021년
16,E7250,경북,70,70,"10,199",2021년
17,E7250,경남,38,38,"5,778",2021년
18,E7250,제주,2,2,284,2021년
2,E7251,계,133,134,"12,354",2010년
3,E7251,서울,29,29,"2,666",2010년
4,E7251,부산,3,3,279,2010년
5,E7251,인천,5,5,465,2010년
6,E7251,대구,24,24,"2,220",2010년
7,E7251,광주,4,4,370,2010년
8,E7251,대전,52,53,"4,916",2010년
9,E7251,울산,-,-,-,2010년
10,E7251,경기,13,13,"1,172",2010년
11,E7251,충북,-,-,-,2010년
12,E7251,충남,-,-,-,2010년
13,E7251,전남,-,-,-,2010년
14,E7251,경남,3,3,266,2010년
15,E7251,제주,-,-,-,2010년
16,E7251,세종,-,-,-,2010년
2,E7251,계,168,169,"26,988",2011년
3,E7251,서울,16,16,"2,435",2011년
4,E7251,부산,22,22,"3,535",2011년
5,E7251,인천,2,2,260,2011년
6,E7251,대구,20,20,"3,119",2011년
7,E7251,광주,1,1,167,2011년
8,E7251,대전,83,83,"13,655",2011년
9,E7251,울산,-,-,-,2011년
10,E7251,경기,12,13,"1,884",2011년
11,E7251,충북,-,-,-,2011년
12,E7251,충남,-,-,-,2011년
13,E7251,전남,-,-,-,2011년
14,E7251,경남,12,12,"1,932",2011년
15,E7251,제주,-,-,-,2011년
16,E7251,세종,-,-,-,2011년
2,E7251,계,170,172,"31,795",2012년
3,E7251,서울,32,33,"6,095",2012년
4,E7251,부산,13,13,"2,436",2012년
5,E7251,인천,1,1,189,2012년
6,E7251,대구,30,30,"5,620",2012년
7,E7251,광주,3,3,545,2012년
8,E7251,대전,65,65,"12,113",2012년
9,E7251,울산,-,-,-,2012년
10,E7251,경기,22,23,"4,070",2012년
11,E7251,충북,-,-,-,2012년
12,E7251,충남,-,-,-,2012년
13,E7251,전남,-,-,-,2012년
14,E7251,경남,4,4,727,2012년
15,E7251,제주,-,-,-,2012년
16,E7251,세종,-,-,-,2012년
2,E7251,계,252,252,"48,247",2013년
3,E7251,서울,64,64,"12,262",2013년
4,E7251,부산,23,23,"4,437",2013년
5,E7251,인천,5,5,966,2013년
6,E7251,대구,33,33,"6,344",2013년
7,E7251,광주,-,-,-,2013년
8,E7251,대전,86,86,"16,582",2013년
9,E7251,울산,6,6,"1,115",2013년
10,E7251,경기,19,19,"3,579",2013년
11,E7251,충북,-,-,-,2013년
12,E7251,충남,-,-,-,2013년
13,E7251,전남,-,-,-,2013년
14,E7251,경남,12,12,"2,218",2013년
15,E7251,제주,4,4,743,2013년
16,E7251,세종,-,-,-,2013년
2,E7251,계,192,194,"40,721",2014년
3,E7251,서울,31,31,"6,530",2014년
4,E7251,부산,25,25,"5,318",2014년
5,E7251,인천,7,7,"1,429",2014년
6,E7251,대구,15,15,"3,043",2014년
7,E7251,광주,-,-,-,2014년
8,E7251,대전,71,73,"15,653",2014년
9,E7251,울산,12,12,"2,464",2014년
10,E7251,경기,12,12,"2,382",2014년
11,E7251,충북,-,-,-,2014년
12,E7251,충남,2,2,444,2014년
13,E7251,전남,-,-,-,2014년
14,E7251,경남,12,12,"2,512",2014년
15,E7251,제주,5,5,947,2014년
16,E7251,세종,-,-,-,2014년
2,E7251,계,174,175,"43,637",2015년
3,E7251,서울,44,44,"10,992",2015년
4,E7251,부산,18,18,"4,495",2015년
5,E7251,인천,7,7,"1,756",2015년
6,E7251,대구,8,8,"1,994",2015년
7,E7251,광주,-,-,-,2015년
8,E7251,대전,55,56,"14,024",2015년
9,E7251,울산,11,11,"2,760",2015년
10,E7251,경기,10,10,"2,433",2015년
11,E7251,충북,-,-,-,2015년
12,E7251,충남,3,3,753,2015년
13,E7251,전남,-,-,-,2015년
14,E7251,경남,11,11,"2,746",2015년
15,E7251,제주,7,7,"1,685",2015년
16,E7251,세종,-,-,-,2015년
2,E7251,계,209,210,"53,069",2016년
3,E7251,서울,28,28,"6,994",2016년
4,E7251,부산,24,24,"6,097",2016년
5,E7251,인천,11,11,"2,796",2016년
6,E7251,대구,9,9,"2,290",2016년
7,E7251,광주,-,-,-,2016년
8,E7251,대전,79,80,"20,305",2016년
9,E7251,울산,23,23,"5,830",2016년
10,E7251,경기,16,16,"3,951",2016년
11,E7251,충북,-,-,-,2016년
12,E7251,충남,4,4,"1,018",2016년
13,E7251,전남,-,-,-,2016년
14,E7251,경남,15,15,"3,789",2016년
15,E7251,제주,-,-,-,2016년
16,E7251,세종,-,-,-,2016년
2,E7251,계,255,259,"67,831",2017년
3,E7251,서울,27,27,"6,878",2017년
4,E7251,부산,19,19,"4,992",2017년
5,E7251,인천,6,6,"1,574",2017년
6,E7251,대구,14,14,"3,671",2017년
7,E7251,광주,-,-,-,2017년
8,E7251,대전,134,138,"36,399",2017년
9,E7251,울산,11,11,"2,919",2017년
10,E7251,경기,16,16,"4,160",2017년
11,E7251,충북,-,-,-,2017년
12,E7251,충남,2,2,518,2017년
13,E7251,전남,-,-,-,2017년
14,E7251,경남,25,25,"6,470",2017년
15,E7251,제주,1,1,249,2017년
16,E7251,세종,-,-,-,2017년
2,E7251,계,312,322,"90,422",2018년
3,E7251,서울,34,34,"9,577",2018년
4,E7251,부산,27,27,"7,619",2018년
5,E7251,인천,7,7,"1,983",2018년
6,E7251,대구,11,11,"3,087",2018년
7,E7251,광주,-,-,-,2018년
8,E7251,대전,184,194,"54,584",2018년
9,E7251,울산,13,13,"3,530",2018년
10,E7251,경기,8,8,"2,252",2018년
11,E7251,충북,5,5,"1,362",2018년
12,E7251,충남,2,2,552,2018년
13,E7251,전남,-,-,-,2018년
14,E7251,경남,21,21,"5,877",2018년
15,E7251,제주,-,-,-,2018년
16,E7251,세종,-,-,-,2018년
2,E7251,계,230,232,"68,696",2019년
3,E7251,서울,31,31,"9,211",2019년
4,E7251,부산,21,21,"6,283",2019년
5,E7251,인천,1,1,283,2019년
6,E7251,대구,5,5,"1,484",2019년
7,E7251,광주,1,1,299,2019년
8,E7251,대전,109,111,"33,033",2019년
9,E7251,울산,9,9,"2,574",2019년
10,E7251,경기,10,10,"2,922",2019년
11,E7251,충북,-,-,-,2019년
12,E7251,충남,3,3,898,2019년
13,E7251,전남,10,10,"2,747",2019년
14,E7251,경남,30,30,"8,964",2019년
15,E7251,제주,-,-,-,2019년
16,E7251,세종,-,-,-,2019년
2,E7251,계,245,245,"75,792",2020년
3,E7251,서울,28,28,"8,727",2020년
4,E7251,부산,30,30,"9,428",2020년
5,E7251,인천,-,-,-,2020년
6,E7251,대구,2,2,629,2020년
7,E7251,광주,-,-,-,2020년
8,E7251,대전,100,100,"31,140",2020년
9,E7251,울산,13,13,"3,928",2020년
10,E7251,경기,12,12,"3,717",2020년
11,E7251,충북,-,-,-,2020년
12,E7251,충남,-,-,-,2020년
13,E7251,전남,14,14,"4,061",2020년
14,E7251,경남,24,24,"7,512",2020년
15,E7251,제주,-,-,-,2020년
16,E7251,세종,22,22,"6,648",2020년
2,E7251,계,313,318,"102,935",2021년
3,E7251,서울,35,36,"11,606",2021년
4,E7251,부산,25,25,"8,014",2021년
5,E7251,인천,1,1,367,2021년
6,E7251,대구,1,1,319,2021년
7,E7251,광주,-,-,-,2021년
8,E7251,대전,117,122,"40,041",2021년
9,E7251,울산,2,2,621,2021년
10,E7251,경기,6,6,"1,948",2021년
11,E7251,충북,-,-,-,2021년
12,E7251,충남,1,1,319,2021년
13,E7251,전남,18,18,"5,472",2021년
14,E7251,경남,27,27,"8,886",2021년
15,E7251,제주,-,-,-,2021년
16,E7251,세종,80,80,"25,343",2021년
2,E7253,계,36,37,"7,734",2010년
3,E7253,서울,25,26,"5,458",2010년
4,E7253,부산,3,3,633,2010년
5,E7253,인천,-,-,-,2010년
6,E7253,대구,3,3,633,2010년
7,E7253,대전,-,-,-,2010년
8,E7253,경기,2,2,405,2010년
9,E7253,충남,-,-,-,2010년
10,E7253,경북,-,-,-,2010년
11,E7253,경남,3,3,605,2010년
12,E7253,제주,-,-,-,2010년
2,E7253,계,24,24,"6,530",2011년
3,E7253,서울,16,16,"4,346",2011년
4,E7253,부산,-,-,-,2011년
5,E7253,인천,-,-,-,2011년
6,E7253,대구,1,1,276,2011년
7,E7253,대전,1,1,265,2011년
8,E7253,경기,6,6,"1,643",2011년
9,E7253,충남,-,-,-,2011년
10,E7253,경북,-,-,-,2011년
11,E7253,경남,-,-,-,2011년
12,E7253,제주,-,-,-,2011년
2,E7253,계,39,41,"11,948",2012년
3,E7253,서울,29,31,"9,030",2012년
4,E7253,부산,1,1,296,2012년
5,E7253,인천,-,-,-,2012년
6,E7253,대구,-,-,-,2012년
7,E7253,대전,1,1,285,2012년
8,E7253,경기,7,7,"2,051",2012년
9,E7253,충남,-,-,-,2012년
10,E7253,경북,-,-,-,2012년
11,E7253,경남,-,-,-,2012년
12,E7253,제주,1,1,285,2012년
2,E7253,계,65,66,"19,910",2013년
3,E7253,서울,48,49,"14,830",2013년
4,E7253,부산,-,-,-,2013년
5,E7253,인천,-,-,-,2013년
6,E7253,대구,1,1,303,2013년
7,E7253,대전,-,-,-,2013년
8,E7253,경기,14,14,"4,194",2013년
9,E7253,충남,-,-,-,2013년
10,E7253,경북,-,-,-,2013년
11,E7253,경남,2,2,583,2013년
12,E7253,제주,-,-,-,2013년
2,E7253,계,84,84,"28,246",2014년
3,E7253,서울,72,72,"24,449",2014년
4,E7253,부산,1,1,309,2014년
5,E7253,인천,-,-,-,2014년
6,E7253,대구,1,1,387,2014년
7,E7253,대전,2,2,583,2014년
8,E7253,경기,8,8,"2,519",2014년
9,E7253,충남,-,-,-,2014년
10,E7253,경북,-,-,-,2014년
11,E7253,경남,-,-,-,2014년
12,E7253,제주,-,-,-,2014년
2,E7253,계,63,64,"25,079",2015년
3,E7253,서울,55,56,"21,939",2015년
4,E7253,부산,-,-,-,2015년
5,E7253,인천,1,1,393,2015년
6,E7253,대구,1,1,393,2015년
7,E7253,대전,-,-,-,2015년
8,E7253,경기,6,6,"2,353",2015년
9,E7253,충남,-,-,-,2015년
10,E7253,경북,-,-,-,2015년
11,E7253,경남,-,-,-,2015년
12,E7253,제주,-,-,-,2015년
2,E7253,계,59,59,"23,455",2016년
3,E7253,서울,53,53,"21,061",2016년
4,E7253,부산,-,-,-,2016년
5,E7253,인천,-,-,-,2016년
6,E7253,대구,4,4,"1,596",2016년
7,E7253,대전,-,-,-,2016년
8,E7253,경기,2,2,798,2016년
9,E7253,충남,-,-,-,2016년
10,E7253,경북,-,-,-,2016년
11,E7253,경남,-,-,-,2016년
12,E7253,제주,-,-,-,2016년
2,E7253,계,74,74,"30,119",2017년
3,E7253,서울,52,52,"21,142",2017년
4,E7253,부산,-,-,-,2017년
5,E7253,인천,-,-,-,2017년
6,E7253,대구,7,7,"2,865",2017년
7,E7253,대전,-,-,-,2017년
8,E7253,경기,12,12,"4,914",2017년
9,E7253,충남,-,-,-,2017년
10,E7253,경북,2,2,807,2017년
11,E7253,경남,1,1,391,2017년
12,E7253,제주,-,-,-,2017년
2,E7253,계,19,19,"8,182",2018년
3,E7253,서울,7,7,"2,981",2018년
4,E7253,부산,-,-,-,2018년
5,E7253,인천,-,-,-,2018년
6,E7253,대구,1,1,440,2018년
7,E7253,대전,-,-,-,2018년
8,E7253,경기,10,10,"4,321",2018년
9,E7253,충남,-,-,-,2018년
10,E7253,경북,-,-,-,2018년
11,E7253,경남,1,1,440,2018년
12,E7253,제주,-,-,-,2018년
2,E7253,계,11,11,"5,063",2019년
3,E7253,서울,7,7,"3,233",2019년
4,E7253,부산,-,-,-,2019년
5,E7253,인천,-,-,-,2019년
6,E7253,대구,-,-,-,2019년
7,E7253,대전,1,1,444,2019년
8,E7253,경기,2,2,924,2019년
9,E7253,충남,-,-,-,2019년
10,E7253,경북,-,-,-,2019년
11,E7253,경남,1,1,462,2019년
12,E7253,제주,-,-,-,2019년
2,E7253,계,63,63,"30,334",2020년
3,E7253,서울,8,8,"3,820",2020년
4,E7253,부산,-,-,-,2020년
5,E7253,인천,-,-,-,2020년
6,E7253,대구,-,-,-,2020년
7,E7253,대전,1,1,464,2020년
8,E7253,경기,3,3,"1,430",2020년
9,E7253,충남,51,51,"24,620",2020년
10,E7253,경북,-,-,-,2020년
11,E7253,경남,-,-,-,2020년
12,E7253,제주,-,-,-,2020년
2,E7253,계,11,11,"5,414",2021년
3,E7253,서울,9,9,"4,441",2021년
4,E7253,부산,-,-,-,2021년
5,E7253,인천,-,-,-,2021년
6,E7253,대구,-,-,-,2021년
7,E7253,대전,-,-,-,2021년
8,E7253,경기,-,-,-,2021년
9,E7253,충남,1,1,483,2021년
10,E7253,경북,-,-,-,2021년
11,E7253,경남,1,1,490,2021년
12,E7253,제주,-,-,-,2021년
2,E7257,계,20,28,"1,242",2010년
3,E7257,서울,20,28,"1,242",2010년
4,E7257,경기,-,-,-,2010년
2,E7257,계,20,26,779,2011년
3,E7257,서울,20,26,779,2011년
4,E7257,경기,-,-,-,2011년
2,E7257,계,18,20,457,2012년
3,E7257,서울,18,20,457,2012년
4,E7257,경기,-,-,-,2012년
2,E7257,계,13,16,368,2013년
3,E7257,서울,13,16,368,2013년
4,E7257,경기,-,-,-,2013년
2,E7257,계,24,25,625,2014년
3,E7257,서울,24,25,625,2014년
4,E7257,경기,-,-,-,2014년
2,E7257,계,11,16,578,2015년
3,E7257,서울,10,15,541,2015년
4,E7257,경기,1,1,36,2015년
2,E7257,계,29,40,"1,463",2016년
3,E7257,서울,29,40,"1,463",2016년
4,E7257,경기,-,-,-,2016년
2,E7257,계,14,15,556,2017년
3,E7257,서울,14,15,556,2017년
4,E7257,경기,-,-,-,2017년
2,E7257,계,12,16,586,2018년
3,E7257,서울,12,16,586,2018년
4,E7257,경기,-,-,-,2018년
2,E7257,계,4,5,182,2019년
3,E7257,서울,4,5,182,2019년
4,E7257,경기,-,-,-,2019년
2,E7257,계,2,2,73,2020년
3,E7257,서울,2,2,73,2020년
4,E7257,경기,-,-,-,2020년
2,E7257,계,1,2,72,2021년
3,E7257,서울,1,2,72,2021년
4,E7257,경기,-,-,-,2021년
2,E7258,계,76,87,"5,636",2010년
3,E7258,서울,76,87,"5,636",2010년
2,E7258,계,65,78,"2,881",2011년
3,E7258,서울,65,78,"2,881",2011년
2,E7258,계,69,86,"2,252",2012년
3,E7258,서울,69,86,"2,252",2012년
2,E7258,계,72,77,"2,013",2013년
3,E7258,서울,72,77,"2,013",2013년
2,E7258,계,81,85,"2,463",2014년
3,E7258,서울,81,85,"2,463",2014년
2,E7258,계,35,38,"1,547",2015년
3,E7258,서울,35,38,"1,547",2015년
2,E7258,계,57,63,"2,603",2016년
3,E7258,서울,57,63,"2,603",2016년
2,E7258,계,40,43,"1,793",2017년
3,E7258,서울,40,43,"1,793",2017년
2,E7258,계,23,23,933,2018년
3,E7258,서울,23,23,933,2018년
2,E7258,계,22,22,881,2019년
3,E7258,서울,22,22,881,2019년
2,E7258,계,7,7,272,2020년
3,E7258,서울,7,7,272,2020년
2,E7258,계,76,87,"5,636",2010년
3,E7258,서울,76,87,"5,636",2010년
2,E7258,계,65,78,"2,881",2011년
3,E7258,서울,65,78,"2,881",2011년
2,E7258,계,69,86,"2,252",2012년
3,E7258,서울,69,86,"2,252",2012년
2,E7258,계,72,77,"2,013",2013년
3,E7258,서울,72,77,"2,013",2013년
2,E7258,계,81,85,"2,463",2014년
3,E7258,서울,81,85,"2,463",2014년
2,E7258,계,35,38,"1,547",2015년
3,E7258,서울,35,38,"1,547",2015년
2,E7258,계,57,63,"2,603",2016년
3,E7258,서울,57,63,"2,603",2016년
2,E7258,계,40,43,"1,793",2017년
3,E7258,서울,40,43,"1,793",2017년
2,E7259,계,"2,316","2,324","646,110",2017년
3,E7259,서울,"1,177","1,179","329,749",2017년
4,E7259,부산,107,107,"29,904",2017년
5,E7259,인천,65,65,"17,949",2017년
6,E7259,대구,143,144,"40,242",2017년
7,E7259,광주,127,128,"35,876",2017년
8,E7259,대전,138,139,"37,525",2017년
9,E7259,울산,24,24,"6,727",2017년
10,E7259,경기,366,369,"101,440",2017년
11,E7259,강원,-,-,-,2017년
12,E7259,충북,39,39,"10,931",2017년
13,E7259,충남,22,22,"6,166",2017년
14,E7259,전북,35,35,"9,777",2017년
15,E7259,전남,-,-,-,2017년
16,E7259,경북,25,25,"6,738",2017년
17,E7259,경남,48,48,"13,087",2017년
18,E7259,제주,-,-,-,2017년
19,E7259,세종,-,-,-,2017년
2,E7259,계,"6,928","7,039","1,985,566",2018년
3,E7259,서울,"3,810","3,871","1,095,879",2018년
4,E7259,부산,353,356,"101,006",2018년
5,E7259,인천,185,186,"52,312",2018년
6,E7259,대구,422,423,"119,594",2018년
7,E7259,광주,385,386,"109,531",2018년
8,E7259,대전,148,149,"40,793",2018년
9,E7259,울산,73,73,"20,042",2018년
10,E7259,경기,942,960,"267,537",2018년
11,E7259,강원,84,85,"24,091",2018년
12,E7259,충북,80,83,"23,548",2018년
13,E7259,충남,91,93,"26,383",2018년
14,E7259,전북,190,192,"54,439",2018년
15,E7259,전남,3,3,787,2018년
16,E7259,경북,30,31,"8,448",2018년
17,E7259,경남,147,148,"41,176",2018년
18,E7259,제주,-,-,-,2018년
19,E7259,세종,-,-,-,2018년
2,E7259,계,"7,660","7,828","2,223,891",2019년
3,E7259,서울,"3,847","3,930","1,122,635",2019년
4,E7259,부산,330,333,"95,707",2019년
5,E7259,인천,131,132,"37,658",2019년
6,E7259,대구,657,670,"191,517",2019년
7,E7259,광주,367,370,"106,429",2019년
8,E7259,대전,154,154,"42,848",2019년
9,E7259,울산,55,56,"15,479",2019년
10,E7259,경기,"1,437","1,480","411,507",2019년
11,E7259,강원,86,86,"24,273",2019년
12,E7259,충북,131,131,"37,690",2019년
13,E7259,충남,97,98,"28,187",2019년
14,E7259,전북,184,186,"53,519",2019년
15,E7259,전남,33,33,"8,759",2019년
16,E7259,경북,34,34,"9,401",2019년
17,E7259,경남,134,135,"38,282",2019년
18,E7259,제주,-,-,-,2019년
19,E7259,세종,-,-,-,2019년
