,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
8,E6541,대전,"266,382","420,471","2,812,187",2017년
9,E6541,울산,"163,363","235,710","1,551,361",2017년
10,E6541,경기,"1,658,979","2,640,495","17,451,743",2017년
11,E6541,강원,"252,626","443,848","2,997,384",2017년
12,E6541,충북,"221,869","345,383","2,253,909",2017년
13,E6541,충남,"287,506","429,360","2,851,272",2017년
14,E6541,전북,"357,595","629,833","4,157,483",2017년
15,E6541,전남,"343,558","573,246","3,667,939",2017년
16,E6541,경북,"353,833","528,828","3,481,491",2017년
17,E6541,경남,"521,276","836,441","5,457,932",2017년
18,E6541,제주,"90,676","153,847","1,046,208",2017년
19,E6541,세종,"10,076","11,611","72,903",2017년
2,E6541,계,"8,292,966","14,908,043","105,789,803",2018년
3,E6541,서울,"2,074,559","3,724,410","26,775,003",2018년
4,E6541,부산,"623,146","1,086,759","7,622,206",2018년
5,E6541,인천,"451,911","722,247","5,236,104",2018년
6,E6541,대구,"503,889","886,339","6,237,106",2018년
7,E6541,광주,"387,119","691,617","4,817,635",2018년
8,E6541,대전,"274,247","440,934","3,190,379",2018년
9,E6541,울산,"172,026","254,024","1,757,336",2018년
10,E6541,경기,"1,780,738","2,888,709","20,357,470",2018년
11,E6541,강원,"262,456","478,273","3,423,146",2018년
12,E6541,충북,"233,051","372,369","2,644,194",2018년
13,E6541,충남,"312,446","479,229","3,394,788",2018년
14,E6541,전북,"371,375","669,241","4,685,762",2018년
15,E6541,전남,"350,087","590,665","4,107,110",2018년
16,E6541,경북,"366,667","555,015","3,934,106",2018년
17,E6541,경남,"543,306","897,616","6,349,298",2018년
18,E6541,제주,"90,951","156,302","1,159,924",2018년
19,E6541,세종,"12,561","14,295","98,236",2018년
2,E6541,계,"8,575,425","15,550,574","115,200,389",2019년
3,E6541,서울,"2,130,132","3,845,253","28,585,009",2019년
4,E6541,부산,"642,961","1,124,440","8,210,555",2019년
5,E6541,인천,"472,268","773,063","5,802,655",2019년
6,E6541,대구,"525,087","940,733","6,894,225",2019년
7,E6541,광주,"395,551","703,864","5,158,414",2019년
8,E6541,대전,"290,817","470,036","3,546,673",2019년
9,E6541,울산,"176,744","265,640","1,983,437",2019년
10,E6541,경기,"1,879,170","3,097,165","22,833,592",2019년
11,E6541,강원,"273,018","505,252","3,760,727",2019년
12,E6541,충북,"239,431","377,654","2,852,884",2019년
13,E6541,충남,"313,585","480,644","3,584,915",2019년
14,E6541,전북,"371,305","670,632","5,004,687",2019년
15,E6541,전남,"361,306","613,574","4,506,070",2019년
16,E6541,경북,"371,367","576,245","4,268,662",2019년
17,E6541,경남,"557,471","926,554","6,810,824",2019년
18,E6541,제주,"95,941","164,096","1,281,684",2019년
19,E6541,세종,"13,946","15,731","115,375",2019년
2,E6541,계,"8,337,848","15,068,871","116,954,650",2020년
3,E6541,서울,"2,054,567","3,705,588","28,619,617",2020년
4,E6541,부산,"636,256","1,110,991","8,505,470",2020년
5,E6541,인천,"462,192","757,157","5,945,569",2020년
6,E6541,대구,"489,319","871,331","6,782,683",2020년
7,E6541,광주,"377,259","672,009","5,243,611",2020년
8,E6541,대전,"274,378","452,490","3,545,222",2020년
9,E6541,울산,"170,922","262,975","2,074,401",2020년
10,E6541,경기,"1,838,542","3,022,973","23,284,080",2020년
11,E6541,강원,"267,252","493,362","3,891,471",2020년
12,E6541,충북,"230,270","359,806","2,866,544",2020년
13,E6541,충남,"302,545","450,542","3,598,065",2020년
14,E6541,전북,"367,425","664,202","5,189,469",2020년
15,E6541,전남,"350,554","596,506","4,627,248",2020년
16,E6541,경북,"350,300","539,870","4,241,375",2020년
17,E6541,경남,"538,702","923,861","7,033,992",2020년
18,E6541,제주,"93,684","158,702","1,300,624",2020년
19,E6541,세종,"21,497","26,505","205,210",2020년
2,E6541,계,"9,078,494","16,227,700","129,214,805",2021년
3,E6541,서울,"2,229,468","3,959,792","31,335,390",2021년
4,E6541,부산,"669,276","1,165,014","9,231,801",2021년
5,E6541,인천,"510,491","826,653","6,707,450",2021년
6,E6541,대구,"551,292","993,703","7,956,795",2021년
7,E6541,광주,"393,764","691,468","5,603,518",2021년
8,E6541,대전,"299,683","492,515","3,865,781",2021년
9,E6541,울산,"179,464","273,698","2,229,311",2021년
10,E6541,경기,"2,084,962","3,381,438","26,724,101",2021년
11,E6541,강원,"284,309","520,807","4,231,353",2021년
12,E6541,충북,"249,211","381,084","3,112,287",2021년
13,E6541,충남,"322,104","479,209","3,922,386",2021년
14,E6541,전북,"376,044","674,268","5,370,649",2021년
15,E6541,전남,"366,401","612,086","4,861,284",2021년
16,E6541,경북,"376,606","581,113","4,683,097",2021년
17,E6541,경남,"571,668","972,662","7,535,465",2021년
18,E6541,제주,"99,142","166,753","1,408,374",2021년
19,E6541,세종,"39,687","55,436","435,764",2021년
2,E6542,계,687,695,"7,087",2010년
3,E6542,서울,88,91,943,2010년
4,E6542,부산,39,39,401,2010년
5,E6542,인천,17,20,202,2010년
6,E6542,대구,5,5,50,2010년
7,E6542,광주,24,24,242,2010년
8,E6542,대전,43,43,465,2010년
9,E6542,울산,21,21,213,2010년
10,E6542,경기,379,381,"3,843",2010년
11,E6542,강원,1,1,10,2010년
12,E6542,충북,-,-,-,2010년
13,E6542,충남,15,15,157,2010년
14,E6542,전북,38,38,384,2010년
15,E6542,전남,-,-,-,2010년
16,E6542,경북,7,7,72,2010년
17,E6542,경남,10,10,106,2010년
18,E6542,제주,-,-,-,2010년
2,E6542,계,923,934,"9,412",2011년
3,E6542,서울,152,155,"1,647",2011년
4,E6542,부산,80,83,842,2011년
5,E6542,인천,18,20,198,2011년
6,E6542,대구,3,3,30,2011년
7,E6542,광주,4,5,50,2011년
8,E6542,대전,41,41,428,2011년
9,E6542,울산,15,15,149,2011년
10,E6542,경기,434,434,"4,289",2011년
11,E6542,강원,-,-,-,2011년
12,E6542,충북,2,2,21,2011년
13,E6542,충남,24,25,248,2011년
14,E6542,전북,34,34,336,2011년
15,E6542,전남,115,116,"1,164",2011년
16,E6542,경북,1,1,10,2011년
17,E6542,경남,-,-,-,2011년
18,E6542,제주,-,-,-,2011년
2,E6542,계,999,"1,012","10,111",2012년
3,E6542,서울,157,162,"1,694",2012년
4,E6542,부산,243,246,"2,455",2012년
5,E6542,인천,16,18,177,2012년
6,E6542,대구,24,24,238,2012년
7,E6542,광주,4,4,39,2012년
8,E6542,대전,37,37,378,2012년
9,E6542,울산,12,12,118,2012년
10,E6542,경기,434,436,"4,286",2012년
11,E6542,강원,-,-,-,2012년
12,E6542,충북,14,15,154,2012년
13,E6542,충남,8,8,79,2012년
14,E6542,전북,26,26,255,2012년
15,E6542,전남,21,21,209,2012년
16,E6542,경북,-,-,-,2012년
17,E6542,경남,2,2,20,2012년
18,E6542,제주,1,1,10,2012년
2,E6542,계,"1,345","1,451","14,719",2013년
3,E6542,서울,147,155,"1,655",2013년
4,E6542,부산,225,230,"2,349",2013년
5,E6542,인천,14,19,190,2013년
6,E6542,대구,35,35,356,2013년
7,E6542,광주,-,-,-,2013년
8,E6542,대전,20,20,206,2013년
9,E6542,울산,10,10,99,2013년
10,E6542,경기,688,776,"7,794",2013년
11,E6542,강원,165,165,"1,658",2013년
12,E6542,충북,-,-,-,2013년
13,E6542,충남,17,17,171,2013년
14,E6542,전북,18,18,180,2013년
15,E6542,전남,-,-,-,2013년
16,E6542,경북,3,3,32,2013년
17,E6542,경남,3,3,30,2013년
18,E6542,제주,-,-,-,2013년
2,E6542,계,811,836,"8,758",2014년
3,E6542,서울,141,147,"1,618",2014년
4,E6542,부산,190,201,"2,119",2014년
5,E6542,인천,18,20,207,2014년
6,E6542,대구,10,10,103,2014년
7,E6542,광주,1,1,10,2014년
8,E6542,대전,20,20,214,2014년
9,E6542,울산,15,16,152,2014년
10,E6542,경기,365,370,"3,807",2014년
11,E6542,강원,-,-,-,2014년
12,E6542,충북,1,1,11,2014년
13,E6542,충남,42,42,434,2014년
14,E6542,전북,7,7,72,2014년
15,E6542,전남,1,1,10,2014년
16,E6542,경북,-,-,-,2014년
17,E6542,경남,-,-,-,2014년
18,E6542,제주,-,-,-,2014년
2,E6542,계,761,791,"8,470",2015년
3,E6542,서울,87,97,"1,088",2015년
4,E6542,부산,206,208,"2,182",2015년
5,E6542,인천,18,23,249,2015년
6,E6542,대구,10,10,106,2015년
7,E6542,광주,-,-,-,2015년
8,E6542,대전,16,16,174,2015년
9,E6542,울산,2,2,21,2015년
10,E6542,경기,386,391,"4,183",2015년
11,E6542,강원,19,24,253,2015년
12,E6542,충북,-,-,-,2015년
13,E6542,충남,14,17,181,2015년
14,E6542,전북,-,-,-,2015년
15,E6542,전남,1,1,11,2015년
16,E6542,경북,1,1,10,2015년
17,E6542,경남,1,1,11,2015년
18,E6542,제주,-,-,-,2015년
2,E6542,계,693,721,"7,882",2016년
3,E6542,서울,109,129,"1,465",2016년
4,E6542,부산,205,207,"2,206",2016년
5,E6542,인천,11,12,131,2016년
6,E6542,대구,7,7,77,2016년
7,E6542,광주,-,-,-,2016년
8,E6542,대전,13,13,143,2016년
9,E6542,울산,12,12,130,2016년
10,E6542,경기,307,308,"3,380",2016년
11,E6542,강원,7,9,98,2016년
12,E6542,충북,-,-,-,2016년
13,E6542,충남,19,20,220,2016년
14,E6542,전북,2,2,22,2016년
15,E6542,전남,1,1,11,2016년
16,E6542,경북,-,-,-,2016년
17,E6542,경남,-,-,-,2016년
18,E6542,제주,-,-,-,2016년
2,E6542,계,541,569,"7,006",2017년
3,E6542,서울,121,142,"1,783",2017년
4,E6542,부산,109,111,"1,301",2017년
5,E6542,인천,3,3,41,2017년
6,E6542,대구,15,15,174,2017년
7,E6542,광주,12,13,170,2017년
8,E6542,대전,39,39,465,2017년
9,E6542,울산,11,11,133,2017년
10,E6542,경기,212,215,"2,709",2017년
11,E6542,강원,7,7,89,2017년
12,E6542,충북,1,1,12,2017년
13,E6542,충남,7,7,83,2017년
14,E6542,전북,1,1,15,2017년
15,E6542,전남,-,-,-,2017년
16,E6542,경북,-,-,-,2017년
17,E6542,경남,3,3,33,2017년
18,E6542,제주,-,-,-,2017년
2,E6542,계,597,634,"11,303",2018년
3,E6542,서울,158,189,"3,443",2018년
4,E6542,부산,133,134,"2,249",2018년
5,E6542,인천,8,11,204,2018년
6,E6542,대구,12,12,209,2018년
7,E6542,광주,7,7,125,2018년
8,E6542,대전,41,41,737,2018년
9,E6542,울산,16,17,272,2018년
10,E6542,경기,191,192,"3,502",2018년
11,E6542,강원,13,13,230,2018년
12,E6542,충북,1,1,19,2018년
13,E6542,충남,-,-,-,2018년
14,E6542,전북,16,16,296,2018년
15,E6542,전남,-,-,-,2018년
16,E6542,경북,-,-,-,2018년
17,E6542,경남,1,1,18,2018년
18,E6542,제주,-,-,-,2018년
2,E6542,계,629,686,"15,320",2019년
3,E6542,서울,257,307,"7,102",2019년
4,E6542,부산,178,182,"3,768",2019년
5,E6542,인천,10,13,298,2019년
6,E6542,대구,14,14,312,2019년
7,E6542,광주,10,10,223,2019년
8,E6542,대전,35,35,747,2019년
9,E6542,울산,2,2,44,2019년
10,E6542,경기,95,95,"2,188",2019년
11,E6542,강원,14,14,321,2019년
12,E6542,충북,-,-,-,2019년
13,E6542,충남,2,2,47,2019년
14,E6542,전북,12,12,270,2019년
15,E6542,전남,-,-,-,2019년
16,E6542,경북,-,-,-,2019년
17,E6542,경남,-,-,-,2019년
18,E6542,제주,-,-,-,2019년
2,E6542,계,436,475,"13,014",2020년
3,E6542,서울,178,207,"5,743",2020년
4,E6542,부산,101,102,"2,721",2020년
5,E6542,인천,19,24,661,2020년
6,E6542,대구,12,12,320,2020년
7,E6542,광주,7,7,192,2020년
8,E6542,대전,2,2,50,2020년
9,E6542,울산,-,-,-,2020년
10,E6542,경기,94,95,"2,632",2020년
11,E6542,강원,19,19,534,2020년
12,E6542,충북,1,3,79,2020년
13,E6542,충남,1,1,28,2020년
14,E6542,전북,1,1,26,2020년
15,E6542,전남,1,1,26,2020년
16,E6542,경북,-,-,-,2020년
17,E6542,경남,-,-,-,2020년
18,E6542,제주,-,-,-,2020년
2,E6542,계,456,469,"13,353",2021년
3,E6542,서울,187,199,"5,734",2021년
4,E6542,부산,134,135,"3,775",2021년
5,E6542,인천,7,7,202,2021년
6,E6542,대구,10,10,289,2021년
7,E6542,광주,4,4,111,2021년
8,E6542,대전,6,6,167,2021년
9,E6542,울산,4,4,100,2021년
10,E6542,경기,73,73,"2,108",2021년
11,E6542,강원,10,10,288,2021년
12,E6542,충북,-,-,-,2021년
13,E6542,충남,4,4,96,2021년
14,E6542,전북,2,2,58,2021년
15,E6542,전남,2,2,53,2021년
16,E6542,경북,-,-,-,2021년
17,E6542,경남,13,13,372,2021년
18,E6542,제주,-,-,-,2021년
2,E6543,계,"190,102","195,962","4,137,025",2010년
3,E6543,서울,"66,485","68,756","1,468,629",2010년
4,E6543,부산,"16,462","16,830","354,278",2010년
5,E6543,인천,"6,214","6,277","133,988",2010년
6,E6543,대구,"14,595","14,971","311,527",2010년
7,E6543,광주,"3,588","3,659","77,960",2010년
8,E6543,대전,"9,556","9,823","207,268",2010년
9,E6543,울산,"3,638","3,943","81,597",2010년
10,E6543,경기,"31,626","32,023","671,329",2010년
11,E6543,강원,"5,981","6,112","129,319",2010년
12,E6543,충북,"3,544","3,576","74,955",2010년
13,E6543,충남,"4,594","4,701","101,115",2010년
14,E6543,전북,"7,281","7,540","158,106",2010년
15,E6543,전남,"1,896","1,905","38,652",2010년
16,E6543,경북,"6,536","6,665","137,316",2010년
17,E6543,경남,"7,249","7,532","156,712",2010년
18,E6543,제주,"1,587","1,648","34,273",2010년
19,E6543,세종,-,-,-,2010년
2,E6543,계,"195,464","201,255","4,128,235",2011년
3,E6543,서울,"68,836","71,172","1,476,782",2011년
4,E6543,부산,"15,776","16,087","329,421",2011년
5,E6543,인천,"6,454","6,526","134,504",2011년
6,E6543,대구,"14,784","15,188","308,164",2011년
7,E6543,광주,"3,521","3,758","77,959",2011년
8,E6543,대전,"9,080","9,319","191,191",2011년
9,E6543,울산,"3,746","3,937","79,115",2011년
10,E6543,경기,"34,829","35,372","719,750",2011년
11,E6543,강원,"5,945","6,062","124,177",2011년
12,E6543,충북,"4,308","4,369","88,952",2011년
13,E6543,충남,"4,319","4,386","91,597",2011년
14,E6543,전북,"7,041","7,257","148,454",2011년
15,E6543,전남,"1,862","1,869","36,966",2011년
16,E6543,경북,"6,509","6,565","131,595",2011년
17,E6543,경남,"7,282","7,441","150,223",2011년
18,E6543,제주,"1,835","1,947","39,385",2011년
19,E6543,세종,-,-,-,2011년
2,E6543,계,"207,081","213,225","4,295,652",2012년
3,E6543,서울,"70,196","72,558","1,478,951",2012년
4,E6543,부산,"16,688","17,095","344,168",2012년
5,E6543,인천,"6,659","6,770","136,953",2012년
6,E6543,대구,"15,461","15,805","315,510",2012년
7,E6543,광주,"4,488","4,877","99,150",2012년
8,E6543,대전,"10,514","10,782","217,401",2012년
9,E6543,울산,"4,177","4,286","84,739",2012년
10,E6543,경기,"37,640","38,243","762,100",2012년
11,E6543,강원,"6,167","6,269","126,138",2012년
12,E6543,충북,"4,431","4,505","89,787",2012년
13,E6543,충남,"4,680","4,753","97,548",2012년
14,E6543,전북,"7,835","8,101","163,420",2012년
15,E6543,전남,"1,869","1,878","36,625",2012년
16,E6543,경북,"7,037","7,106","140,314",2012년
17,E6543,경남,"8,165","8,353","166,246",2012년
18,E6543,제주,"1,757","1,845","36,602",2012년
19,E6543,세종,-,-,-,2012년
2,E6543,계,"205,970","212,972","4,362,184",2013년
3,E6543,서울,"69,819","72,881","1,509,688",2013년
4,E6543,부산,"15,950","16,284","332,971",2013년
5,E6543,인천,"6,977","7,061","145,058",2013년
6,E6543,대구,"16,419","16,854","342,511",2013년
7,E6543,광주,"4,372","4,801","99,573",2013년
8,E6543,대전,"10,549","10,781","220,940",2013년
9,E6543,울산,"4,301","4,384","88,220",2013년
10,E6543,경기,"37,930","38,591","783,331",2013년
11,E6543,강원,"5,225","5,323","108,185",2013년
12,E6543,충북,"3,979","4,048","82,167",2013년
13,E6543,충남,"4,423","4,512","94,101",2013년
14,E6543,전북,"7,427","7,688","157,400",2013년
15,E6543,전남,"1,669","1,682","33,207",2013년
16,E6543,경북,"6,722","6,778","136,262",2013년
17,E6543,경남,"9,111","9,400","190,136",2013년
18,E6543,제주,"1,844","1,904","38,432",2013년
19,E6543,세종,-,-,-,2013년
2,E6543,계,"215,914","222,994","4,661,285",2014년
3,E6543,서울,"73,093","76,099","1,609,611",2014년
4,E6543,부산,"16,882","17,265","360,306",2014년
5,E6543,인천,"8,408","8,540","178,814",2014년
6,E6543,대구,"17,121","17,561","365,379",2014년
7,E6543,광주,"4,116","4,347","91,748",2014년
8,E6543,대전,"10,630","10,863","227,125",2014년
9,E6543,울산,"4,209","4,292","88,082",2014년
10,E6543,경기,"39,038","39,821","824,961",2014년
11,E6543,강원,"5,693","5,841","119,956",2014년
12,E6543,충북,"4,127","4,170","86,274",2014년
13,E6543,충남,"4,956","5,099","108,282",2014년
14,E6543,전북,"7,131","7,343","153,187",2014년
15,E6543,전남,"1,688","1,698","34,316",2014년
16,E6543,경북,"6,550","6,627","135,969",2014년
17,E6543,경남,"10,999","11,345","234,398",2014년
18,E6543,제주,"1,963","2,083","42,878",2014년
19,E6543,세종,-,-,-,2014년
2,E6543,계,"209,177","215,011","4,574,947",2015년
3,E6543,서울,"69,089","71,138","1,527,943",2015년
4,E6543,부산,"16,419","16,785","356,463",2015년
5,E6543,인천,"8,401","8,542","183,245",2015년
6,E6543,대구,"17,347","17,939","380,908",2015년
7,E6543,광주,"4,274","4,304","92,279",2015년
8,E6543,대전,"11,145","11,374","241,826",2015년
9,E6543,울산,"3,966","4,032","85,627",2015년
10,E6543,경기,"37,072","37,806","797,391",2015년
11,E6543,강원,"4,993","5,103","107,311",2015년
12,E6543,충북,"4,365","4,436","93,166",2015년
13,E6543,충남,"4,991","5,194","112,032",2015년
14,E6543,전북,"6,417","6,572","139,563",2015년
15,E6543,전남,"1,695","1,704","35,262",2015년
16,E6543,경북,"5,733","5,806","121,380",2015년
17,E6543,경남,"11,234","11,477","241,934",2015년
18,E6543,제주,"2,642","2,798","58,617",2015년
19,E6543,세종,-,-,-,2015년
2,E6543,계,"220,255","226,781","4,903,637",2016년
3,E6543,서울,"74,060","76,725","1,672,859",2016년
4,E6543,부산,"17,330","17,712","381,992",2016년
5,E6543,인천,"8,835","8,950","194,819",2016년
6,E6543,대구,"18,774","19,356","418,863",2016년
7,E6543,광주,"4,302","4,327","94,185",2016년
8,E6543,대전,"12,652","12,912","278,565",2016년
9,E6543,울산,"3,893","3,972","85,905",2016년
10,E6543,경기,"37,965","38,772","831,264",2016년
11,E6543,강원,"5,769","5,896","125,987",2016년
12,E6543,충북,"4,189","4,242","90,719",2016년
13,E6543,충남,"5,680","5,878","128,367",2016년
14,E6543,전북,"7,017","7,205","155,508",2016년
15,E6543,전남,"1,244","1,257","26,543",2016년
16,E6543,경북,"5,950","6,016","127,773",2016년
17,E6543,경남,"10,642","10,850","232,670",2016년
18,E6543,제주,"2,590","2,711","57,618",2016년
19,E6543,세종,-,-,-,2016년
2,E6543,계,"226,485","232,016","5,339,126",2017년
3,E6543,서울,"72,422","74,520","1,727,800",2017년
4,E6543,부산,"16,555","16,907","388,141",2017년
5,E6543,인천,"9,647","9,794","227,407",2017년
6,E6543,대구,"18,513","18,839","435,214",2017년
7,E6543,광주,"4,399","4,436","102,289",2017년
8,E6543,대전,"12,562","12,801","293,223",2017년
9,E6543,울산,"3,978","4,035","93,460",2017년
10,E6543,경기,"37,366","38,057","868,487",2017년
11,E6543,강원,"6,636","6,759","154,046",2017년
12,E6543,충북,"5,268","5,337","121,729",2017년
13,E6543,충남,"6,100","6,242","143,917",2017년
14,E6543,전북,"7,533","7,713","177,600",2017년
15,E6543,전남,"1,450","1,462","33,255",2017년
16,E6543,경북,"8,063","8,166","185,036",2017년
17,E6543,경남,"13,841","14,164","324,359",2017년
18,E6543,제주,"2,739","2,785","63,164",2017년
19,E6543,세종,-,-,-,2017년
2,E6543,계,"234,668","240,808","6,804,776",2018년
3,E6543,서울,"76,951","79,398","2,261,686",2018년
4,E6543,부산,"15,768","16,080","455,616",2018년
5,E6543,인천,"10,305","10,486","295,915",2018년
6,E6543,대구,"17,220","17,492","499,531",2018년
7,E6543,광주,"4,536","4,588","130,920",2018년
8,E6543,대전,"12,925","13,246","374,123",2018년
9,E6543,울산,"4,503","4,547","127,173",2018년
10,E6543,경기,"40,323","40,880","1,145,624",2018년
11,E6543,강원,"6,164","6,309","175,530",2018년
12,E6543,충북,"5,426","5,480","153,803",2018년
13,E6543,충남,"5,650","5,827","163,202",2018년
14,E6543,전북,"8,137","8,374","237,645",2018년
15,E6543,전남,"1,479","1,486","41,638",2018년
16,E6543,경북,"8,302","8,479","234,816",2018년
17,E6543,경남,"15,250","15,742","440,648",2018년
18,E6543,제주,"2,349","2,394","66,909",2018년
19,E6543,세종,-,-,-,2018년
2,E6543,계,"232,933","239,580","7,741,803",2019년
3,E6543,서울,"75,629","78,136","2,544,822",2019년
4,E6543,부산,"16,233","16,607","538,546",2019년
5,E6543,인천,"10,621","10,800","346,310",2019년
6,E6543,대구,"17,326","17,591","576,450",2019년
7,E6543,광주,"3,790","3,825","125,688",2019년
8,E6543,대전,"12,449","12,717","412,530",2019년
9,E6543,울산,"4,724","4,813","153,823",2019년
10,E6543,경기,"40,515","41,286","1,320,275",2019년
11,E6543,강원,"6,243","6,473","204,304",2019년
12,E6543,충북,"5,299","5,346","172,361",2019년
13,E6543,충남,"5,649","5,885","188,515",2019년
14,E6543,전북,"7,457","7,650","249,516",2019년
15,E6543,전남,"2,128","2,227","70,491",2019년
16,E6543,경북,"7,412","7,619","242,115",2019년
17,E6543,경남,"15,880","16,400","525,183",2019년
18,E6543,제주,"2,178","2,203","70,874",2019년
19,E6543,세종,-,-,-,2019년
2,E6543,계,"207,832","213,801","7,824,253",2020년
3,E6543,서울,"66,826","68,985","2,548,857",2020년
4,E6543,부산,"16,869","17,270","636,259",2020년
5,E6543,인천,"9,407","9,630","347,541",2020년
6,E6543,대구,"14,165","14,338","535,307",2020년
7,E6543,광주,"3,413","3,457","128,259",2020년
8,E6543,대전,"10,539","10,775","395,092",2020년
9,E6543,울산,"5,208","5,288","191,816",2020년
10,E6543,경기,"33,549","34,595","1,239,111",2020년
11,E6543,강원,"5,986","6,178","221,272",2020년
12,E6543,충북,"5,246","5,285","193,874",2020년
13,E6543,충남,"5,130","5,204","193,480",2020년
14,E6543,전북,"7,488","7,684","286,212",2020년
15,E6543,전남,"2,403","2,439","86,993",2020년
16,E6543,경북,"5,806","5,856","212,049",2020년
17,E6543,경남,"14,089","14,600","526,929",2020년
18,E6543,제주,"1,894","1,910","69,937",2020년
19,E6543,세종,306,306,"11,265",2020년
2,E6543,계,"220,046","226,256","8,544,935",2021년
3,E6543,서울,"68,580","70,668","2,695,015",2021년
4,E6543,부산,"16,015","16,478","621,638",2021년
5,E6543,인천,"9,744","10,000","372,816",2021년
6,E6543,대구,"16,933","17,235","663,617",2021년
7,E6543,광주,"3,105","3,136","119,315",2021년
8,E6543,대전,"11,125","11,319","429,306",2021년
9,E6543,울산,"5,349","5,426","204,549",2021년
10,E6543,경기,"36,750","37,852","1,397,945",2021년
11,E6543,강원,"5,830","5,993","225,584",2021년
12,E6543,충북,"5,811","5,862","222,172",2021년
13,E6543,충남,"4,868","4,943","189,189",2021년
14,E6543,전북,"9,609","9,866","378,506",2021년
15,E6543,전남,"2,494","2,518","93,053",2021년
16,E6543,경북,"5,207","5,252","196,191",2021년
17,E6543,경남,"16,251","16,821","627,641",2021년
18,E6543,제주,"2,047","2,060","77,654",2021년
19,E6543,세종,817,826,"30,745",2021년
2,E6544,계,"678,869","3,495,845","33,721,883",2010년
3,E6544,서울,"201,890","1,077,840","10,514,436",2010년
4,E6544,부산,"54,377","273,731","2,641,868",2010년
5,E6544,인천,"31,688","148,260","1,430,231",2010년
6,E6544,대구,"29,927","168,392","1,635,240",2010년
7,E6544,광주,"25,771","120,071","1,164,418",2010년
8,E6544,대전,"25,563","118,525","1,145,853",2010년
9,E6544,울산,"13,432","58,562","552,594",2010년
10,E6544,경기,"133,066","638,793","6,118,356",2010년
11,E6544,강원,"24,735","114,155","1,100,983",2010년
12,E6544,충북,"19,384","87,390","837,544",2010년
13,E6544,충남,"22,481","104,936","1,014,046",2010년
14,E6544,전북,"25,072","115,269","1,109,195",2010년
15,E6544,전남,"25,602","107,666","1,014,654",2010년
16,E6544,경북,"27,680","129,636","1,227,270",2010년
17,E6544,경남,"41,067","189,396","1,803,860",2010년
18,E6544,제주,"8,814","43,223","411,335",2010년
19,E6544,세종,-,-,-,2010년
2,E6544,계,"700,237","3,517,069","30,956,809",2011년
3,E6544,서울,"206,643","1,058,038","9,423,656",2011년
4,E6544,부산,"56,855","286,941","2,526,637",2011년
5,E6544,인천,"35,113","158,850","1,401,922",2011년
6,E6544,대구,"30,412","163,836","1,452,974",2011년
7,E6544,광주,"25,638","123,832","1,094,274",2011년
8,E6544,대전,"27,727","122,440","1,081,117",2011년
9,E6544,울산,"12,976","60,067","518,193",2011년
10,E6544,경기,"136,274","626,748","5,462,779",2011년
11,E6544,강원,"24,889","114,349","1,006,764",2011년
12,E6544,충북,"21,562","92,173","807,899",2011년
13,E6544,충남,"23,604","107,488","949,796",2011년
14,E6544,전북,"25,088","120,255","1,056,149",2011년
15,E6544,전남,"26,576","115,150","990,564",2011년
16,E6544,경북,"28,189","132,780","1,147,181",2011년
17,E6544,경남,"41,931","185,090","1,610,628",2011년
18,E6544,제주,"9,469","49,034","426,276",2011년
19,E6544,세종,-,-,-,2011년
2,E6544,계,"757,905","3,729,576","29,934,060",2012년
3,E6544,서울,"225,101","1,104,446","9,007,442",2012년
4,E6544,부산,"60,246","295,278","2,382,688",2012년
5,E6544,인천,"39,197","175,429","1,418,106",2012년
6,E6544,대구,"32,336","171,469","1,394,908",2012년
7,E6544,광주,"27,741","133,875","1,083,812",2012년
8,E6544,대전,"29,709","127,596","1,026,526",2012년
9,E6544,울산,"14,244","61,200","485,119",2012년
10,E6544,경기,"146,266","680,933","5,306,897",2012년
11,E6544,강원,"26,352","119,959","967,222",2012년
12,E6544,충북,"24,293","102,843","826,237",2012년
13,E6544,충남,"25,078","116,412","942,221",2012년
14,E6544,전북,"28,888","131,168","1,053,539",2012년
15,E6544,전남,"28,222","119,335","943,490",2012년
16,E6544,경북,"29,645","139,292","1,101,781",2012년
17,E6544,경남,"44,637","198,890","1,584,911",2012년
18,E6544,제주,"10,298","51,363","408,492",2012년
19,E6544,세종,64,88,668,2012년
2,E6544,계,"813,178","3,949,527","32,046,935",2013년
3,E6544,서울,"235,794","1,145,059","9,413,222",2013년
4,E6544,부산,"63,585","311,312","2,535,067",2013년
5,E6544,인천,"42,285","189,590","1,549,455",2013년
6,E6544,대구,"35,679","187,122","1,537,160",2013년
7,E6544,광주,"27,796","135,023","1,105,853",2013년
8,E6544,대전,"31,477","142,738","1,155,800",2013년
9,E6544,울산,"14,685","65,198","521,831",2013년
10,E6544,경기,"163,729","726,754","5,785,208",2013년
11,E6544,강원,"27,525","125,620","1,018,797",2013년
12,E6544,충북,"25,588","103,798","838,877",2013년
13,E6544,충남,"25,070","125,118","1,023,963",2013년
14,E6544,전북,"31,094","136,110","1,103,246",2013년
15,E6544,전남,"30,591","132,628","1,060,264",2013년
16,E6544,경북,"32,369","150,081","1,198,653",2013년
17,E6544,경남,"50,409","217,021","1,746,626",2013년
18,E6544,제주,"12,022","56,032","450,427",2013년
19,E6544,세종,129,322,"2,485",2013년
