,Unnamed: 0,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
5698,15,E7250,전남,6,6,802,2019년
5699,16,E7250,경북,31,31,"4,312",2019년
5700,17,E7250,경남,23,24,"3,334",2019년
5701,18,E7250,제주,-,-,-,2019년
5702,2,E7250,계,"3,228","3,301","474,076",2020년
5703,3,E7250,서울,"1,579","1,604","232,781",2020년
5704,4,E7250,부산,52,54,"7,854",2020년
5705,5,E7250,인천,105,108,"15,523",2020년
5706,6,E7250,대구,221,224,"32,526",2020년
5707,7,E7250,광주,61,61,"8,892",2020년
5708,8,E7250,대전,109,112,"15,703",2020년
5709,9,E7250,울산,17,19,"2,651",2020년
5710,10,E7250,경기,789,816,"115,573",2020년
5711,11,E7250,강원,40,43,"5,762",2020년
5712,12,E7250,충북,4,4,581,2020년
5713,13,E7250,충남,2,2,292,2020년
5714,14,E7250,전북,90,90,"13,121",2020년
5715,15,E7250,전남,12,12,"1,635",2020년
5716,16,E7250,경북,137,137,"19,080",2020년
5717,17,E7250,경남,15,15,"2,102",2020년
5718,18,E7250,제주,-,-,-,2020년
5719,2,E7250,계,"3,976","4,054","605,398",2021년
5720,3,E7250,서울,"2,038","2,071","311,225",2021년
5721,4,E7250,부산,126,126,"19,212",2021년
5722,5,E7250,인천,67,68,"10,157",2021년
5723,6,E7250,대구,262,265,"39,775",2021년
5724,7,E7250,광주,116,117,"17,609",2021년
5725,8,E7250,대전,185,191,"27,937",2021년
5726,9,E7250,울산,9,9,"1,344",2021년
5727,10,E7250,경기,930,957,"141,081",2021년
5728,11,E7250,강원,32,32,"4,681",2021년
5729,12,E7250,충북,-,-,-,2021년
5730,13,E7250,충남,9,9,"1,329",2021년
5731,14,E7250,전북,88,88,"13,207",2021년
5732,15,E7250,전남,11,11,"1,578",2021년
5733,16,E7250,경북,70,70,"10,199",2021년
5734,17,E7250,경남,38,38,"5,778",2021년
5735,18,E7250,제주,2,2,284,2021년
5736,2,E7250,계,"2,037","2,049","286,590",2017년
5737,3,E7250,서울,"1,103","1,110","156,174",2017년
5738,4,E7250,부산,79,79,"11,121",2017년
5739,5,E7250,인천,52,52,"7,190",2017년
5740,6,E7250,대구,125,125,"17,616",2017년
5741,7,E7250,광주,160,161,"22,696",2017년
5742,8,E7250,대전,68,68,"9,217",2017년
5743,9,E7250,울산,20,20,"2,819",2017년
5744,10,E7250,경기,320,322,"44,238",2017년
5745,11,E7250,강원,-,-,-,2017년
5746,12,E7250,충북,11,11,"1,551",2017년
5747,13,E7250,충남,20,20,"2,819",2017년
5748,14,E7250,전북,35,35,"4,912",2017년
5749,15,E7250,전남,-,-,-,2017년
5750,16,E7250,경북,19,19,"2,575",2017년
5751,17,E7250,경남,27,27,"3,660",2017년
5752,18,E7250,제주,-,-,-,2017년
5753,2,E7250,계,"2,912","2,949","417,783",2018년
5754,3,E7250,서울,"1,353","1,370","195,127",2018년
5755,4,E7250,부산,121,121,"17,253",2018년
5756,5,E7250,인천,64,64,"9,057",2018년
5757,6,E7250,대구,367,373,"53,142",2018년
5758,7,E7250,광주,166,168,"23,957",2018년
5759,8,E7250,대전,44,44,"6,021",2018년
5760,9,E7250,울산,3,3,413,2018년
5761,10,E7250,경기,545,551,"76,879",2018년
5762,11,E7250,강원,40,40,"5,718",2018년
5763,12,E7250,충북,46,46,"6,567",2018년
5764,13,E7250,충남,8,8,"1,144",2018년
5765,14,E7250,전북,73,74,"10,558",2018년
5766,15,E7250,전남,1,1,140,2018년
5767,16,E7250,경북,36,37,"5,066",2018년
5768,17,E7250,경남,46,49,"6,740",2018년
5769,18,E7250,제주,-,-,-,2018년
5770,2,E7250,계,"3,159","3,218","460,374",2019년
5771,3,E7250,서울,"1,578","1,603","231,509",2019년
5772,4,E7250,부산,73,74,"10,683",2019년
5773,5,E7250,인천,64,64,"9,179",2019년
5774,6,E7250,대구,371,385,"55,109",2019년
5775,7,E7250,광주,108,109,"15,774",2019년
5776,8,E7250,대전,33,33,"4,582",2019년
5777,9,E7250,울산,12,12,"1,668",2019년
5778,10,E7250,경기,728,743,"104,140",2019년
5779,11,E7250,강원,41,41,"5,831",2019년
5780,12,E7250,충북,23,23,"3,322",2019년
5781,13,E7250,충남,7,7,"1,014",2019년
5782,14,E7250,전북,63,63,"9,114",2019년
5783,15,E7250,전남,6,6,802,2019년
5784,16,E7250,경북,31,31,"4,312",2019년
5785,17,E7250,경남,23,24,"3,334",2019년
5786,18,E7250,제주,-,-,-,2019년
5787,2,E7250,계,"3,228","3,301","474,076",2020년
5788,3,E7250,서울,"1,579","1,604","232,781",2020년
5789,4,E7250,부산,52,54,"7,854",2020년
5790,5,E7250,인천,105,108,"15,523",2020년
5791,6,E7250,대구,221,224,"32,526",2020년
5792,7,E7250,광주,61,61,"8,892",2020년
5793,8,E7250,대전,109,112,"15,703",2020년
5794,9,E7250,울산,17,19,"2,651",2020년
5795,10,E7250,경기,789,816,"115,573",2020년
5796,11,E7250,강원,40,43,"5,762",2020년
5797,12,E7250,충북,4,4,581,2020년
5798,13,E7250,충남,2,2,292,2020년
5799,14,E7250,전북,90,90,"13,121",2020년
5800,15,E7250,전남,12,12,"1,635",2020년
5801,16,E7250,경북,137,137,"19,080",2020년
5802,17,E7250,경남,15,15,"2,102",2020년
5803,18,E7250,제주,-,-,-,2020년
5804,2,E7250,계,"3,976","4,054","605,398",2021년
5805,3,E7250,서울,"2,038","2,071","311,225",2021년
5806,4,E7250,부산,126,126,"19,212",2021년
5807,5,E7250,인천,67,68,"10,157",2021년
5808,6,E7250,대구,262,265,"39,775",2021년
5809,7,E7250,광주,116,117,"17,609",2021년
5810,8,E7250,대전,185,191,"27,937",2021년
5811,9,E7250,울산,9,9,"1,344",2021년
5812,10,E7250,경기,930,957,"141,081",2021년
5813,11,E7250,강원,32,32,"4,681",2021년
5814,12,E7250,충북,-,-,-,2021년
5815,13,E7250,충남,9,9,"1,329",2021년
5816,14,E7250,전북,88,88,"13,207",2021년
5817,15,E7250,전남,11,11,"1,578",2021년
5818,16,E7250,경북,70,70,"10,199",2021년
5819,17,E7250,경남,38,38,"5,778",2021년
5820,18,E7250,제주,2,2,284,2021년
5821,2,E7250,계,"2,037","2,049","286,590",2017년
5822,3,E7250,서울,"1,103","1,110","156,174",2017년
5823,4,E7250,부산,79,79,"11,121",2017년
5824,5,E7250,인천,52,52,"7,190",2017년
5825,6,E7250,대구,125,125,"17,616",2017년
5826,7,E7250,광주,160,161,"22,696",2017년
5827,8,E7250,대전,68,68,"9,217",2017년
5828,9,E7250,울산,20,20,"2,819",2017년
5829,10,E7250,경기,320,322,"44,238",2017년
5830,11,E7250,강원,-,-,-,2017년
5831,12,E7250,충북,11,11,"1,551",2017년
5832,13,E7250,충남,20,20,"2,819",2017년
5833,14,E7250,전북,35,35,"4,912",2017년
5834,15,E7250,전남,-,-,-,2017년
5835,16,E7250,경북,19,19,"2,575",2017년
5836,17,E7250,경남,27,27,"3,660",2017년
5837,18,E7250,제주,-,-,-,2017년
5838,2,E7250,계,"2,912","2,949","417,783",2018년
5839,3,E7250,서울,"1,353","1,370","195,127",2018년
5840,4,E7250,부산,121,121,"17,253",2018년
5841,5,E7250,인천,64,64,"9,057",2018년
5842,6,E7250,대구,367,373,"53,142",2018년
5843,7,E7250,광주,166,168,"23,957",2018년
5844,8,E7250,대전,44,44,"6,021",2018년
5845,9,E7250,울산,3,3,413,2018년
5846,10,E7250,경기,545,551,"76,879",2018년
5847,11,E7250,강원,40,40,"5,718",2018년
5848,12,E7250,충북,46,46,"6,567",2018년
5849,13,E7250,충남,8,8,"1,144",2018년
5850,14,E7250,전북,73,74,"10,558",2018년
5851,15,E7250,전남,1,1,140,2018년
5852,16,E7250,경북,36,37,"5,066",2018년
5853,17,E7250,경남,46,49,"6,740",2018년
5854,18,E7250,제주,-,-,-,2018년
5855,2,E7250,계,"3,159","3,218","460,374",2019년
5856,3,E7250,서울,"1,578","1,603","231,509",2019년
5857,4,E7250,부산,73,74,"10,683",2019년
5858,5,E7250,인천,64,64,"9,179",2019년
5859,6,E7250,대구,371,385,"55,109",2019년
5860,7,E7250,광주,108,109,"15,774",2019년
5861,8,E7250,대전,33,33,"4,582",2019년
5862,9,E7250,울산,12,12,"1,668",2019년
5863,10,E7250,경기,728,743,"104,140",2019년
5864,11,E7250,강원,41,41,"5,831",2019년
5865,12,E7250,충북,23,23,"3,322",2019년
5866,13,E7250,충남,7,7,"1,014",2019년
5867,14,E7250,전북,63,63,"9,114",2019년
5868,15,E7250,전남,6,6,802,2019년
5869,16,E7250,경북,31,31,"4,312",2019년
5870,17,E7250,경남,23,24,"3,334",2019년
5871,18,E7250,제주,-,-,-,2019년
5872,2,E7250,계,"3,228","3,301","474,076",2020년
5873,3,E7250,서울,"1,579","1,604","232,781",2020년
5874,4,E7250,부산,52,54,"7,854",2020년
5875,5,E7250,인천,105,108,"15,523",2020년
5876,6,E7250,대구,221,224,"32,526",2020년
5877,7,E7250,광주,61,61,"8,892",2020년
5878,8,E7250,대전,109,112,"15,703",2020년
5879,9,E7250,울산,17,19,"2,651",2020년
5880,10,E7250,경기,789,816,"115,573",2020년
5881,11,E7250,강원,40,43,"5,762",2020년
5882,12,E7250,충북,4,4,581,2020년
5883,13,E7250,충남,2,2,292,2020년
5884,14,E7250,전북,90,90,"13,121",2020년
5885,15,E7250,전남,12,12,"1,635",2020년
5886,16,E7250,경북,137,137,"19,080",2020년
5887,17,E7250,경남,15,15,"2,102",2020년
5888,18,E7250,제주,-,-,-,2020년
5889,2,E7250,계,"3,976","4,054","605,398",2021년
5890,3,E7250,서울,"2,038","2,071","311,225",2021년
5891,4,E7250,부산,126,126,"19,212",2021년
5892,5,E7250,인천,67,68,"10,157",2021년
5893,6,E7250,대구,262,265,"39,775",2021년
5894,7,E7250,광주,116,117,"17,609",2021년
5895,8,E7250,대전,185,191,"27,937",2021년
5896,9,E7250,울산,9,9,"1,344",2021년
5897,10,E7250,경기,930,957,"141,081",2021년
5898,11,E7250,강원,32,32,"4,681",2021년
5899,12,E7250,충북,-,-,-,2021년
5900,13,E7250,충남,9,9,"1,329",2021년
5901,14,E7250,전북,88,88,"13,207",2021년
5902,15,E7250,전남,11,11,"1,578",2021년
5903,16,E7250,경북,70,70,"10,199",2021년
5904,17,E7250,경남,38,38,"5,778",2021년
5905,18,E7250,제주,2,2,284,2021년
5906,2,E7251,계,133,134,"12,354",2010년
5907,3,E7251,서울,29,29,"2,666",2010년
5908,4,E7251,부산,3,3,279,2010년
5909,5,E7251,인천,5,5,465,2010년
5910,6,E7251,대구,24,24,"2,220",2010년
5911,7,E7251,광주,4,4,370,2010년
5912,8,E7251,대전,52,53,"4,916",2010년
5913,9,E7251,울산,-,-,-,2010년
5914,10,E7251,경기,13,13,"1,172",2010년
5915,11,E7251,충북,-,-,-,2010년
5916,12,E7251,충남,-,-,-,2010년
5917,13,E7251,전남,-,-,-,2010년
5918,14,E7251,경남,3,3,266,2010년
5919,15,E7251,제주,-,-,-,2010년
5920,16,E7251,세종,-,-,-,2010년
5921,2,E7251,계,168,169,"26,988",2011년
5922,3,E7251,서울,16,16,"2,435",2011년
5923,4,E7251,부산,22,22,"3,535",2011년
5924,5,E7251,인천,2,2,260,2011년
5925,6,E7251,대구,20,20,"3,119",2011년
5926,7,E7251,광주,1,1,167,2011년
5927,8,E7251,대전,83,83,"13,655",2011년
5928,9,E7251,울산,-,-,-,2011년
5929,10,E7251,경기,12,13,"1,884",2011년
5930,11,E7251,충북,-,-,-,2011년
5931,12,E7251,충남,-,-,-,2011년
5932,13,E7251,전남,-,-,-,2011년
5933,14,E7251,경남,12,12,"1,932",2011년
5934,15,E7251,제주,-,-,-,2011년
5935,16,E7251,세종,-,-,-,2011년
5936,2,E7251,계,170,172,"31,795",2012년
5937,3,E7251,서울,32,33,"6,095",2012년
5938,4,E7251,부산,13,13,"2,436",2012년
5939,5,E7251,인천,1,1,189,2012년
5940,6,E7251,대구,30,30,"5,620",2012년
5941,7,E7251,광주,3,3,545,2012년
5942,8,E7251,대전,65,65,"12,113",2012년
5943,9,E7251,울산,-,-,-,2012년
5944,10,E7251,경기,22,23,"4,070",2012년
5945,11,E7251,충북,-,-,-,2012년
5946,12,E7251,충남,-,-,-,2012년
5947,13,E7251,전남,-,-,-,2012년
5948,14,E7251,경남,4,4,727,2012년
5949,15,E7251,제주,-,-,-,2012년
5950,16,E7251,세종,-,-,-,2012년
5951,2,E7251,계,252,252,"48,247",2013년
5952,3,E7251,서울,64,64,"12,262",2013년
5953,4,E7251,부산,23,23,"4,437",2013년
5954,5,E7251,인천,5,5,966,2013년
5955,6,E7251,대구,33,33,"6,344",2013년
5956,7,E7251,광주,-,-,-,2013년
5957,8,E7251,대전,86,86,"16,582",2013년
5958,9,E7251,울산,6,6,"1,115",2013년
5959,10,E7251,경기,19,19,"3,579",2013년
5960,11,E7251,충북,-,-,-,2013년
5961,12,E7251,충남,-,-,-,2013년
5962,13,E7251,전남,-,-,-,2013년
5963,14,E7251,경남,12,12,"2,218",2013년
5964,15,E7251,제주,4,4,743,2013년
5965,16,E7251,세종,-,-,-,2013년
5966,2,E7251,계,192,194,"40,721",2014년
5967,3,E7251,서울,31,31,"6,530",2014년
5968,4,E7251,부산,25,25,"5,318",2014년
5969,5,E7251,인천,7,7,"1,429",2014년
5970,6,E7251,대구,15,15,"3,043",2014년
5971,7,E7251,광주,-,-,-,2014년
5972,8,E7251,대전,71,73,"15,653",2014년
5973,9,E7251,울산,12,12,"2,464",2014년
5974,10,E7251,경기,12,12,"2,382",2014년
5975,11,E7251,충북,-,-,-,2014년
5976,12,E7251,충남,2,2,444,2014년
5977,13,E7251,전남,-,-,-,2014년
5978,14,E7251,경남,12,12,"2,512",2014년
5979,15,E7251,제주,5,5,947,2014년
5980,16,E7251,세종,-,-,-,2014년
5981,2,E7251,계,174,175,"43,637",2015년
5982,3,E7251,서울,44,44,"10,992",2015년
5983,4,E7251,부산,18,18,"4,495",2015년
5984,5,E7251,인천,7,7,"1,756",2015년
5985,6,E7251,대구,8,8,"1,994",2015년
5986,7,E7251,광주,-,-,-,2015년
5987,8,E7251,대전,55,56,"14,024",2015년
5988,9,E7251,울산,11,11,"2,760",2015년
5989,10,E7251,경기,10,10,"2,433",2015년
5990,11,E7251,충북,-,-,-,2015년
5991,12,E7251,충남,3,3,753,2015년
5992,13,E7251,전남,-,-,-,2015년
5993,14,E7251,경남,11,11,"2,746",2015년
5994,15,E7251,제주,7,7,"1,685",2015년
5995,16,E7251,세종,-,-,-,2015년
5996,2,E7251,계,209,210,"53,069",2016년
5997,3,E7251,서울,28,28,"6,994",2016년
5998,4,E7251,부산,24,24,"6,097",2016년
5999,5,E7251,인천,11,11,"2,796",2016년
6000,6,E7251,대구,9,9,"2,290",2016년
6001,7,E7251,광주,-,-,-,2016년
6002,8,E7251,대전,79,80,"20,305",2016년
6003,9,E7251,울산,23,23,"5,830",2016년
6004,10,E7251,경기,16,16,"3,951",2016년
6005,11,E7251,충북,-,-,-,2016년
6006,12,E7251,충남,4,4,"1,018",2016년
6007,13,E7251,전남,-,-,-,2016년
6008,14,E7251,경남,15,15,"3,789",2016년
6009,15,E7251,제주,-,-,-,2016년
6010,16,E7251,세종,-,-,-,2016년
6011,2,E7251,계,255,259,"67,831",2017년
6012,3,E7251,서울,27,27,"6,878",2017년
6013,4,E7251,부산,19,19,"4,992",2017년
6014,5,E7251,인천,6,6,"1,574",2017년
6015,6,E7251,대구,14,14,"3,671",2017년
6016,7,E7251,광주,-,-,-,2017년
6017,8,E7251,대전,134,138,"36,399",2017년
6018,9,E7251,울산,11,11,"2,919",2017년
6019,10,E7251,경기,16,16,"4,160",2017년
6020,11,E7251,충북,-,-,-,2017년
6021,12,E7251,충남,2,2,518,2017년
6022,13,E7251,전남,-,-,-,2017년
6023,14,E7251,경남,25,25,"6,470",2017년
6024,15,E7251,제주,1,1,249,2017년
6025,16,E7251,세종,-,-,-,2017년
6026,2,E7251,계,312,322,"90,422",2018년
6027,3,E7251,서울,34,34,"9,577",2018년
6028,4,E7251,부산,27,27,"7,619",2018년
6029,5,E7251,인천,7,7,"1,983",2018년
6030,6,E7251,대구,11,11,"3,087",2018년
6031,7,E7251,광주,-,-,-,2018년
6032,8,E7251,대전,184,194,"54,584",2018년
6033,9,E7251,울산,13,13,"3,530",2018년
6034,10,E7251,경기,8,8,"2,252",2018년
6035,11,E7251,충북,5,5,"1,362",2018년
6036,12,E7251,충남,2,2,552,2018년
6037,13,E7251,전남,-,-,-,2018년
6038,14,E7251,경남,21,21,"5,877",2018년
6039,15,E7251,제주,-,-,-,2018년
6040,16,E7251,세종,-,-,-,2018년
6041,2,E7251,계,230,232,"68,696",2019년
6042,3,E7251,서울,31,31,"9,211",2019년
6043,4,E7251,부산,21,21,"6,283",2019년
6044,5,E7251,인천,1,1,283,2019년
6045,6,E7251,대구,5,5,"1,484",2019년
6046,7,E7251,광주,1,1,299,2019년
6047,8,E7251,대전,109,111,"33,033",2019년
6048,9,E7251,울산,9,9,"2,574",2019년
6049,10,E7251,경기,10,10,"2,922",2019년
6050,11,E7251,충북,-,-,-,2019년
6051,12,E7251,충남,3,3,898,2019년
6052,13,E7251,전남,10,10,"2,747",2019년
6053,14,E7251,경남,30,30,"8,964",2019년
6054,15,E7251,제주,-,-,-,2019년
6055,16,E7251,세종,-,-,-,2019년
6056,2,E7251,계,245,245,"75,792",2020년
6057,3,E7251,서울,28,28,"8,727",2020년
6058,4,E7251,부산,30,30,"9,428",2020년
6059,5,E7251,인천,-,-,-,2020년
6060,6,E7251,대구,2,2,629,2020년
6061,7,E7251,광주,-,-,-,2020년
6062,8,E7251,대전,100,100,"31,140",2020년
6063,9,E7251,울산,13,13,"3,928",2020년
6064,10,E7251,경기,12,12,"3,717",2020년
6065,11,E7251,충북,-,-,-,2020년
6066,12,E7251,충남,-,-,-,2020년
6067,13,E7251,전남,14,14,"4,061",2020년
6068,14,E7251,경남,24,24,"7,512",2020년
6069,15,E7251,제주,-,-,-,2020년
6070,16,E7251,세종,22,22,"6,648",2020년
6071,2,E7251,계,313,318,"102,935",2021년
6072,3,E7251,서울,35,36,"11,606",2021년
6073,4,E7251,부산,25,25,"8,014",2021년
6074,5,E7251,인천,1,1,367,2021년
6075,6,E7251,대구,1,1,319,2021년
6076,7,E7251,광주,-,-,-,2021년
6077,8,E7251,대전,117,122,"40,041",2021년
6078,9,E7251,울산,2,2,621,2021년
6079,10,E7251,경기,6,6,"1,948",2021년
6080,11,E7251,충북,-,-,-,2021년
6081,12,E7251,충남,1,1,319,2021년
6082,13,E7251,전남,18,18,"5,472",2021년
6083,14,E7251,경남,27,27,"8,886",2021년
6084,15,E7251,제주,-,-,-,2021년
6085,16,E7251,세종,80,80,"25,343",2021년
6086,2,E7253,계,36,37,"7,734",2010년
6087,3,E7253,서울,25,26,"5,458",2010년
6088,4,E7253,부산,3,3,633,2010년
6089,5,E7253,인천,-,-,-,2010년
6090,6,E7253,대구,3,3,633,2010년
6091,7,E7253,대전,-,-,-,2010년
6092,8,E7253,경기,2,2,405,2010년
6093,9,E7253,충남,-,-,-,2010년
6094,10,E7253,경북,-,-,-,2010년
6095,11,E7253,경남,3,3,605,2010년
6096,12,E7253,제주,-,-,-,2010년
6097,2,E7253,계,24,24,"6,530",2011년
6098,3,E7253,서울,16,16,"4,346",2011년
6099,4,E7253,부산,-,-,-,2011년
6100,5,E7253,인천,-,-,-,2011년
6101,6,E7253,대구,1,1,276,2011년
6102,7,E7253,대전,1,1,265,2011년
6103,8,E7253,경기,6,6,"1,643",2011년
6104,9,E7253,충남,-,-,-,2011년
6105,10,E7253,경북,-,-,-,2011년
6106,11,E7253,경남,-,-,-,2011년
6107,12,E7253,제주,-,-,-,2011년
6108,2,E7253,계,39,41,"11,948",2012년
6109,3,E7253,서울,29,31,"9,030",2012년
6110,4,E7253,부산,1,1,296,2012년
6111,5,E7253,인천,-,-,-,2012년
6112,6,E7253,대구,-,-,-,2012년
6113,7,E7253,대전,1,1,285,2012년
6114,8,E7253,경기,7,7,"2,051",2012년
6115,9,E7253,충남,-,-,-,2012년
6116,10,E7253,경북,-,-,-,2012년
6117,11,E7253,경남,-,-,-,2012년
6118,12,E7253,제주,1,1,285,2012년
6119,2,E7253,계,65,66,"19,910",2013년
6120,3,E7253,서울,48,49,"14,830",2013년
6121,4,E7253,부산,-,-,-,2013년
6122,5,E7253,인천,-,-,-,2013년
6123,6,E7253,대구,1,1,303,2013년
6124,7,E7253,대전,-,-,-,2013년
6125,8,E7253,경기,14,14,"4,194",2013년
6126,9,E7253,충남,-,-,-,2013년
6127,10,E7253,경북,-,-,-,2013년
6128,11,E7253,경남,2,2,583,2013년
6129,12,E7253,제주,-,-,-,2013년
6130,2,E7253,계,84,84,"28,246",2014년
6131,3,E7253,서울,72,72,"24,449",2014년
6132,4,E7253,부산,1,1,309,2014년
6133,5,E7253,인천,-,-,-,2014년
6134,6,E7253,대구,1,1,387,2014년
6135,7,E7253,대전,2,2,583,2014년
6136,8,E7253,경기,8,8,"2,519",2014년
6137,9,E7253,충남,-,-,-,2014년
6138,10,E7253,경북,-,-,-,2014년
6139,11,E7253,경남,-,-,-,2014년
6140,12,E7253,제주,-,-,-,2014년
6141,2,E7253,계,63,64,"25,079",2015년
6142,3,E7253,서울,55,56,"21,939",2015년
6143,4,E7253,부산,-,-,-,2015년
6144,5,E7253,인천,1,1,393,2015년
6145,6,E7253,대구,1,1,393,2015년
6146,7,E7253,대전,-,-,-,2015년
6147,8,E7253,경기,6,6,"2,353",2015년
6148,9,E7253,충남,-,-,-,2015년
6149,10,E7253,경북,-,-,-,2015년
6150,11,E7253,경남,-,-,-,2015년
6151,12,E7253,제주,-,-,-,2015년
6152,2,E7253,계,59,59,"23,455",2016년
6153,3,E7253,서울,53,53,"21,061",2016년
6154,4,E7253,부산,-,-,-,2016년
6155,5,E7253,인천,-,-,-,2016년
6156,6,E7253,대구,4,4,"1,596",2016년
6157,7,E7253,대전,-,-,-,2016년
6158,8,E7253,경기,2,2,798,2016년
6159,9,E7253,충남,-,-,-,2016년
6160,10,E7253,경북,-,-,-,2016년
6161,11,E7253,경남,-,-,-,2016년
6162,12,E7253,제주,-,-,-,2016년
6163,2,E7253,계,74,74,"30,119",2017년
6164,3,E7253,서울,52,52,"21,142",2017년
6165,4,E7253,부산,-,-,-,2017년
6166,5,E7253,인천,-,-,-,2017년
6167,6,E7253,대구,7,7,"2,865",2017년
6168,7,E7253,대전,-,-,-,2017년
6169,8,E7253,경기,12,12,"4,914",2017년
6170,9,E7253,충남,-,-,-,2017년
6171,10,E7253,경북,2,2,807,2017년
6172,11,E7253,경남,1,1,391,2017년
6173,12,E7253,제주,-,-,-,2017년
6174,2,E7253,계,19,19,"8,182",2018년
6175,3,E7253,서울,7,7,"2,981",2018년
6176,4,E7253,부산,-,-,-,2018년
6177,5,E7253,인천,-,-,-,2018년
6178,6,E7253,대구,1,1,440,2018년
6179,7,E7253,대전,-,-,-,2018년
6180,8,E7253,경기,10,10,"4,321",2018년
6181,9,E7253,충남,-,-,-,2018년
6182,10,E7253,경북,-,-,-,2018년
6183,11,E7253,경남,1,1,440,2018년
6184,12,E7253,제주,-,-,-,2018년
6185,2,E7253,계,11,11,"5,063",2019년
6186,3,E7253,서울,7,7,"3,233",2019년
6187,4,E7253,부산,-,-,-,2019년
6188,5,E7253,인천,-,-,-,2019년
6189,6,E7253,대구,-,-,-,2019년
6190,7,E7253,대전,1,1,444,2019년
6191,8,E7253,경기,2,2,924,2019년
6192,9,E7253,충남,-,-,-,2019년
6193,10,E7253,경북,-,-,-,2019년
6194,11,E7253,경남,1,1,462,2019년
6195,12,E7253,제주,-,-,-,2019년
6196,2,E7253,계,63,63,"30,334",2020년
6197,3,E7253,서울,8,8,"3,820",2020년
6198,4,E7253,부산,-,-,-,2020년
6199,5,E7253,인천,-,-,-,2020년
6200,6,E7253,대구,-,-,-,2020년
6201,7,E7253,대전,1,1,464,2020년
6202,8,E7253,경기,3,3,"1,430",2020년
6203,9,E7253,충남,51,51,"24,620",2020년
6204,10,E7253,경북,-,-,-,2020년
6205,11,E7253,경남,-,-,-,2020년
6206,12,E7253,제주,-,-,-,2020년
6207,2,E7253,계,11,11,"5,414",2021년
6208,3,E7253,서울,9,9,"4,441",2021년
6209,4,E7253,부산,-,-,-,2021년
6210,5,E7253,인천,-,-,-,2021년
6211,6,E7253,대구,-,-,-,2021년
6212,7,E7253,대전,-,-,-,2021년
6213,8,E7253,경기,-,-,-,2021년
6214,9,E7253,충남,1,1,483,2021년
